longitude,latitude,transaction_type,price,property_type,property_subtype,seller_id,postal_code,date_of_construction,property_condition,livable_surface,number_of_bedrooms,number_of_bathrooms,elevator,terrace,furnished,availability,province,street,street_number,garage,land_surface,energy_consumption,garden,balcony,swimming_pool
4.3515499,50.8427501,Rent,1400,Appartment,Flat,40044,1000,,,68,1,1,False,,True,From 01/08/2026,Brussels,,,,,,,,
4.4594705,50.8341119,Rent,5800,House,Villa,27466,1150,2017,Excellent,370,5,4,False,25,False,,Brussels,avenue des mille mètres,26,1,1050,38834,400,,
4.3766927,50.8235717,Rent,3850,House,MasterHouse,39905,1050,1910,Excellent,345,5,3,False,18,False,,Brussels,,,1,155,86360,70,,
4.3704657,50.8537715,Rent,1275,Appartment,Flat,40044,1210,2012,,89,2,1,True,,False,From 11/08/2026,Brussels,,,,,,,,
4.38891661,50.84988495,Rent,1100,Appartment,Flat,27443,1030,,Normal,85,2,1,False,,False,,Brussels,rue du noyer,102,,,,,,
4.3615369,50.8314219,Rent,630,House,House,49326,1050,,,300,9,,,,True,Immediately,Brussels,jean d'ardenne,72,,,,,,
4.34811,50.87551,Rent,1450,Appartment,Flat,40044,1020,,,92,2,1,True,8,False,From 12/06/2026,Brussels,,,,,,60,,
4.4022418,50.8346168,Rent,3650,House,MasterHouse,45996,1040,1930,Excellent,332,4,3,False,25,False,,Brussels,avenue charles legrelle,3,,120,86855,,,
4.3717977,50.8303785,Rent,815,Appartment,FlatStudio,40389,1050,,Excellent,45,0,1,False,,False,,Brussels,rue du couloir,43,,,,,,
4.425082,50.817175,Rent,1650,Appartment,Flat,38566,1160,1958,Excellent,155,2,1,True,,False,,Brussels,,,1,,23525,,True,
4.3480836,50.857828,Rent,1350,Appartment,Flat,44165,1000,1925,Normal,108,2,1,True,,True,,Brussels,boulevard de dixmude,40,,,,,,
4.3894532,50.8652607,Rent,1100,Appartment,Flat,27466,1030,1970,Normal,93,2,1,True,2,False,,Brussels,avenue gustave latinis,62,,,60311,,True,
4.4018712,50.829393,Rent,1150,Appartment,Flat,27466,1040,1970,Excellent,96,2,1,True,,False,,Brussels,boulevard louis schmidt,52,,,21267,,,
4.3766927,50.8235717,Rent,2500,House,House,43157,1050,,Excellent,140,3,2,False,15,False,,Brussels,,,,180,24676,60,,
4.37727,50.86744,Rent,1350,Appartment,Flat,33267,1030,2012,Normal,91,2,,True,,,From 31/05/2026,Brussels,,,,,,,True,
4.3550895,50.8442607,Rent,2050,Appartment,Flat,37194,1000,,Excellent,98,2,1,True,14,False,,Brussels,saint jean,4,,,,,,
4.368031,50.8373905,Rent,2200,Appartment,Duplex,37194,1050,,New,,2,1,False,,True,Immediately,Brussels,rue major rené dubreucq,36,,,,,,
4.3696391,50.8278823,Rent,1650,Appartment,Duplex,27497,1050,,Excellent,80,2,1,False,,True,,Brussels,rue lesbroussart,31,,,,,,
4.34141,50.79745,Rent,2850,House,House,33267,1180,,Normal,208,4,1,,,,From 16/08/2026,Brussels,rue henri van zuylen,88,1,,,,,
4.351054,50.8183257,Rent,1098,Appartment,Flat,0,1190,,Normal,75,1,1,,,,,Brussels,avenue brugmann,106,,,,25,,
4.414715,50.800919,Rent,2800,House,House,33267,1170,,Normal,220,5,2,,20,,From 30/09/2026,Brussels,,,1,250,,100,,
4.3277475,50.8186518,Rent,1000,Appartment,Flat,40081,1190,,Normal,61,1,1,True,3,,Immediately,Brussels,rue béranger,10,,,,,,
4.4335077,50.803942,Rent,1500,Appartment,Flat,0,1160,1970,Excellent,85,2,1,,28,,,Brussels,jean van horenbeeck,258,,,,,,
4.3689859,50.8217364,Rent,1520,Appartment,Flat,38609,1000,,Normal,105,2,2,True,,False,,Brussels,avenue louise,347,,,15244,,,
4.42857,50.83682,Rent,2900,House,House,33267,1150,,Excellent,170,4,2,,15,,From 31/07/2026,Brussels,avenue charles thielemans,64,,103,,15,,
4.3333333,50.8,Rent,1500,Appartment,Flat,33267,1180,2019,Excellent,90,2,1,True,8,,From 31/05/2026,Brussels,,,,,,,,
4.3515499,50.8427501,Rent,1220,Appartment,FlatStudio,37194,1000,1900,Normal,,0,1,False,,True,,Brussels,,,,,,,,
4.3722797,50.8468487,Rent,1850,Appartment,Flat,40457,1000,,Normal,100,2,2,False,,False,,Brussels,rue marie-thérèse,27,,,12009,,,
4.3442081,50.8447286,Rent,1150,Appartment,Flat,27497,1000,,Excellent,60,2,1,False,,True,,Brussels,rue de soignies,28,,,,,,
4.4422023,50.8528019,Rent,1195,Appartment,Flat,49251,1200,,,21,,,,,,,Brussels,rue neerveld sint-lambrechts-woluwe,,,,,,False,
4.3956,50.87364,Rent,1300,Appartment,Flat,40956,1140,,Normal,101,3,1,False,6,False,From 15/07/2026,Brussels,rue willebrord van perck,74,,,,,False,
4.3333333,50.8,Rent,2500,Appartment,Flat,39905,1180,1960,Excellent,101,2,2,True,,True,,Brussels,,,,,13951,,,
4.3738632,50.855841,Rent,2250,Appartment,Flat,27214,1210,1903,Excellent,130,3,1,False,,True,,Brussels,rue potagère,150,,,,,,
4.3738632,50.855841,Rent,2250,Appartment,Flat,27214,1000,1903,Excellent,130,3,1,False,,True,,Brussels,rue potagère,150,,,,,,
4.36996222,50.82631797,Rent,1300,Appartment,Flat,38513,1050,1950,Normal,73,1,1,True,8,False,Immediately,Brussels,chaussée de vleurgat,51,1,,,,,
4.3794515,50.8484678,Rent,1350,Appartment,Flat,46472,1000,,,,,,,,True,From 15/06/2026,Brussels,rue des eburons brussels,,,,,,False,
4.4105901,50.8413199,Rent,1750,Appartment,Flat,43157,1200,2023,New,103,2,1,False,3,False,,Brussels,avenue du castel,64,,,,,,
4.3553853,50.8547016,Rent,1100,Appartment,Flat,46472,1000,,,,,,,,False,From 01/07/2026,Brussels,rue saint-pierre brussels,,,,,,False,
4.398622,50.8528557,Rent,1950,Appartment,Flat,38398,1030,,Excellent,114,2,1,True,,True,,Brussels,avenue de l'emeraude,60,,,14322,,,
4.3887591,50.8349925,Rent,1250,Appartment,Flat,44746,1040,,,110,2,,,,,,Brussels,baron lambert,37,,,,,,
4.3333333,50.8,Rent,3150,House,House,39905,1180,1951,Excellent,239,4,3,False,23,False,Immediately,Brussels,,,1,613,62951,100,,
4.3753945,50.8938958,Rent,1250,Appartment,Flat,44244,1120,2016,Normal,77,2,1,True,5,,Immediately,Brussels,avenue du roi albert,89,,,3231,,,
4.3766927,50.8235717,Rent,1750,Appartment,Duplex,39905,1050,1960,Excellent,80,2,1,False,15,False,,Brussels,,,,,16329,,,
4.3442081,50.8447286,Rent,1400,Appartment,Flat,27497,1000,,Excellent,70,2,1,False,,True,,Brussels,rue de soignies,28,,,,,,
4.3606821,50.8228495,Rent,1290,Appartment,Flat,43157,1050,,Normal,48,1,1,False,,True,,Brussels,rue américaine,124,,,9335,,,
4.3915618,50.8633361,Rent,1500,Appartment,Flat,33242,1030,1970,Excellent,116,3,1,True,5,False,,Brussels,avenue gustave latinis,114,,,17566,,,
4.3725135,50.8463887,Rent,560,Appartment,FlatStudio,49326,1000,,,500,11,5,,,True,Immediately,Brussels,des deux eglises,22,,,,,,
4.4329851,50.8381484,Rent,1290,Appartment,Flat,29033,1150,,Excellent,42,1,1,False,,True,Immediately,Brussels,,,,,16327,,,
4.352368,50.8405209,Rent,2800,House,House,38398,1000,,Fully renovated,195,4,2,False,15,False,,Brussels,rue des chandeliers,18,,,72714,,,
4.3981716,50.8165562,Rent,995,Appartment,FlatStudio,43157,1160,2022,Excellent,49,0,1,True,8,True,,Brussels,boulevard du triomphe,211,,,,,,
4.4656657,50.8412644,Rent,1700,Appartment,Flat,27612,1150,1970,Excellent,91,2,1,True,55,False,,Brussels,avenue de hinnisdael,25,1,,27828,,,
4.3953831,50.8432484,Rent,635,House,House,49326,1000,,,300,8,6,,,True,Immediately,Brussels,leys,39,,,,,,
4.3630901,50.8325302,Rent,1250,Appartment,Flat,43157,1050,1990,Normal,45,1,1,True,,True,,Brussels,rue jean d'ardenne,16,,,6711,,,
4.3506,50.84735,Rent,1130,Appartment,Flat,28126,1000,,Fully renovated,51,1,1,False,,True,Immediately,Brussels,rue du midi,3,,,,,,
4.3766927,50.8235717,Rent,2300,Appartment,Flat,43157,1050,1990,Normal,100,3,2,True,,True,,Brussels,,,,,25946,,,
4.3725135,50.8463887,Rent,770,Appartment,FlatStudio,49326,1000,,,500,11,5,,,True,Immediately,Brussels,des deux eglises,22,,,,,,
4.425082,50.817175,Rent,2600,Appartment,Penthouse,38566,1160,1994,Excellent,244,4,3,True,13,False,Immediately,Brussels,,,1,,35355,,True,
4.3725135,50.8463887,Rent,650,Appartment,FlatStudio,49326,1000,,,500,11,5,,,True,Immediately,Brussels,des deux eglises,22,,,,,,
4.4366104,50.8163669,Rent,1550,Appartment,Triplex,27466,1160,2019,New,95,2,2,False,,False,,Brussels,avenue walckiers,95,,,3902,,,
4.388949,50.832177,Rent,2600,Appartment,GroundFloor,29033,1040,1900,Excellent,140,2,2,False,,False,,Brussels,,,1,,25311,65,,True
4.3953831,50.8432484,Rent,740,House,House,49326,1000,,,300,8,6,,,True,Immediately,Brussels,leys,39,,,,,,
4.32318,50.868833,Rent,895,Appartment,Flat,27484,1090,,Normal,47,1,1,False,,True,,Brussels,avenue de la constitution,98,,,10695,,,
4.3500612,50.8473528,Rent,1250,Appartment,Flat,27497,1000,,Excellent,50,2,1,False,,False,,Brussels,rue des pierres,26,,,,,,
4.3333333,50.8,Rent,2000,House,House,48985,1180,1930,New,130,2,,,,,Immediately,Brussels,,,,,,,,
4.3522613,50.8443833,Rent,1200,Appartment,Flat,42991,1000,1995,,76,2,1,True,,False,From 01/07/2026,Brussels,place de la vieille halle aux blés,6,,,,,,
4.3609633,50.8230664,Rent,925,Appartment,Flat,40282,1050,1907,To be renovated,98,1,1,False,2,False,Immediately,Brussels,rue du mail,24,,,,,,
4.4594705,50.8341119,Rent,5800,House,House,42879,1150,,Excellent,,5,4,False,,False,,Brussels,avenue des mille mètres,26,1,,,,,
4.3766927,50.8235717,Rent,2300,Appartment,Triplex,46478,1050,,Excellent,128,2,1,False,15,False,From 15/07/2026,Brussels,,,,,,,,
4.388949,50.832177,Rent,3600,House,House,27209,1040,,Excellent,295,5,2,False,,False,,Brussels,,,,,,,,
4.3908161,50.849729,Rent,950,Appartment,Flat,27443,1030,,Normal,55,1,1,False,,False,,Brussels,place des chasseurs ardennais,22,,,,,,
4.3609241,50.8483401,Rent,1125,Appartment,FlatStudio,40457,1000,2023,New,50,1,1,False,,,Immediately,Brussels,rue du bois sauvage,12,,,,,,
4.3515499,50.8427501,Rent,1550,Appartment,Flat,40044,1000,,,90,2,1,True,16,True,From 01/07/2026,Brussels,,,,,,,,
4.3953831,50.8432484,Rent,660,House,House,49326,1000,,,300,8,6,,,True,Negotiable,Brussels,leys,39,,,,,,
4.345006,50.8532318,Rent,1200,Appartment,Flat,27214,1000,1870,Fully renovated,38,1,1,False,,True,,Brussels,rue d'ophem,10,,,,,,
4.3878579,50.8157874,Rent,745,Appartment,FlatStudio,46605,1050,,Excellent,46,,1,,,False,,Brussels,rue des hellènes,45,,,11021,,,
4.388949,50.832177,Rent,1200,Appartment,Flat,46605,1040,2014,Normal,63,1,1,True,4,False,,Brussels,,,,,,,,
4.4276027,50.8442664,Rent,1480,Appartment,Flat,27466,1200,1965,Normal,125,3,1,True,5,False,,Brussels,avenue des vaillants,5,1,,15461,,,True
4.359945,50.8136046,Rent,1600,Appartment,Flat,39290,1180,,,71,1,1,,6,,From 15/07/2026,Brussels,rue gabrielle,60,,,,,,
4.3953831,50.8432484,Rent,565,House,House,49326,1000,,,300,8,6,,,True,Immediately,Brussels,leys,39,,,,,,
4.3853369,50.8410385,Rent,2400,Appartment,Flat,43157,1040,1990,Normal,184,3,3,True,8,False,,Brussels,avenue de la joyeuse entrée,9,,,,,,
4.3766927,50.8235717,Rent,3700,Appartment,Duplex,39482,1050,,,180,3,1,,50,,From 01/07/2026,Brussels,,,,,,,,
4.3333333,50.8,Rent,3800,House,Villa,39905,1180,1960,Excellent,260,4,3,False,,False,,Brussels,,,,380,1960,185,,
4.3333333,50.8,Rent,1400,Appartment,GroundFloor,27212,1180,,,83,1,1,False,11,False,From 15/06/2026,Brussels,,,,,,54,,
4.3468533,50.8139685,Rent,1500,Appartment,Flat,46472,1180,,,,,,,,True,From 13/06/2026,Brussels,rue vanderkindere ukkel,,,,,,False,
4.3837785,50.8478956,Rent,1400,Appartment,Flat,43162,1000,,Fully renovated,87,2,1,,2,False,Immediately,Brussels,rue de pavie,1,,,,,,
4.3766927,50.8235717,Rent,1575,Appartment,Flat,37194,1050,1960,Excellent,94,2,1,True,,False,Immediately,Brussels,,,,,,,,
4.4144823,50.8321057,Rent,1400,Appartment,Flat,27466,1150,1967,Excellent,103,2,1,True,4,False,On contract,Brussels,avenue jules césar,118,1,,29860,,,
4.3766927,50.8235717,Rent,1350,Appartment,Flat,37194,1050,,Normal,106,1,1,True,,False,Immediately,Brussels,,,,,,,,
4.3766927,50.8235717,Rent,3000,Appartment,Flat,27209,1050,1938,Excellent,205,3,2,True,8,False,Immediately,Brussels,,,1,,,,,
4.414715,50.800919,Rent,1670,House,House,38611,1170,,Excellent,95,2,,,,False,,Brussels,,,,,26647,25,,
4.3766927,50.8235717,Rent,2350,Appartment,Flat,39602,1050,,,140,2,,,,,From 09/06/2026,Brussels,,,,,,,,
4.4028016,50.8453177,Rent,1250,Appartment,Flat,39128,1030,,Normal,90,2,1,True,,True,,Brussels,rue vergote,29,,,,,,
4.3515499,50.8427501,Rent,1875,Appartment,Flat,37194,1000,1960,Excellent,104,3,1,True,4,False,Immediately,Brussels,,,,,,,,
4.3506805,50.8466573,Rent,1600,Appartment,Flat,46472,1000,,,,,,,,True,From 14/06/2026,Brussels,rue du marché au charbon brussels,,,,,,False,
4.3260666,50.8368764,Rent,1100,Appartment,Loft,38611,1070,,Normal,114,1,1,True,,False,Immediately,Brussels,rue de l'ecole moderne,13,,,16302,,,
4.3766927,50.8235717,Rent,1650,Appartment,Flat,37194,1050,1900,New,70,1,1,False,,True,Immediately,Brussels,,,,,,,,
4.3393411,50.8497518,Rent,1350,Appartment,Flat,38611,1000,,Normal,108,2,1,True,,False,Immediately,Brussels,rue de la poudrière,26,,,13608,,,
4.3515499,50.8427501,Rent,1900,Appartment,Flat,37194,1000,1960,Excellent,106,3,1,True,4,False,,Brussels,,,,,,,,
4.3766927,50.8235717,Rent,1600,Appartment,Flat,39905,1050,1880,Excellent,104,2,2,False,,False,Immediately,Brussels,,,,,27174,,,
4.3333333,50.8,Rent,2950,House,House,37194,1180,,Excellent,289,6,2,False,1,,,Brussels,,,2,,,1,,
4.388949,50.832177,Rent,1200,Appartment,Flat,27212,1040,,,37,1,,False,,True,Immediately,Brussels,,,,,,,,
4.405803,50.8304477,Rent,850,Appartment,FlatStudio,27466,1040,,Excellent,40,0,1,True,,True,Immediately,Brussels,rue baron de castro,17,,,13246,,,
4.34601397,50.8501582,Rent,1895,Appartment,Flat,46665,1000,,Normal,81,2,1,False,,False,Immediately,Brussels,rue antoine dansaert,64,,,,,,
4.37497898,50.8474669,Rent,1650,Appartment,Flat,46665,1000,,,125,2,2,True,20,False,Immediately,Brussels,rue de spa,52,,,,,,
4.4290473,50.8409281,Rent,2200,Appartment,Flat,43157,1200,1995,Excellent,167,3,2,True,25,False,,Brussels,avenue a.j. slegers,65,1,,,,,
4.3766927,50.8235717,Rent,1700,Appartment,Flat,39905,1050,1958,Excellent,112,2,1,False,3,False,Immediately,Brussels,,,1,,22116,,,
4.36933,50.82513,Rent,2150,Appartment,Flat,38513,1050,2010,Normal,131,2,1,True,10,False,From 01/09/2026,Brussels,chaussée de vleurgat,84,1,,,,,
4.3947736,50.8457369,Rent,875,Appartment,Flat,40849,1030,1910,Excellent,25,1,1,False,,True,,Brussels,rue du noyer,286,,,19346,,True,
4.4408888,50.8515792,Rent,1800,Appartment,Flat,43157,1200,2025,New,110,2,2,True,16,False,Immediately,Brussels,rue neerveld,101,,,,,,
4.3602143,50.8294761,Rent,2250,Appartment,Flat,43157,1050,1991,New,115,2,1,True,,False,,Brussels,rue de florence,4,1,,17829,,,
4.3912919,50.801904,Rent,1750,Appartment,Flat,27880,1050,,Normal,77,2,1,True,6,False,From 01/07/2026,Brussels,avenue de la forêt,1,,,,,,
4.388949,50.832177,Rent,1350,Appartment,Flat,27212,1040,,,60,1,,False,,True,Immediately,Brussels,,,,,,30,,
4.3402184,50.8301436,Rent,1675,Appartment,Flat,43157,1060,2018,New,81,2,1,True,,False,,Brussels,,,,,5048,,,
4.403318,50.8367,Rent,1850,Appartment,Flat,46478,1040,2012,Excellent,116,2,1,True,13,False,Immediately,Brussels,rue des aduatiques,71,,,,,,
4.4299357,50.8100614,Rent,2700,Appartment,Flat,43157,1160,2020,Excellent,115,3,2,True,20,False,,Brussels,rue du moulin à papier,51,1,,7132,,,
4.4243233,50.8472899,Rent,1225,Appartment,Flat,40088,1200,,Normal,80,1,1,False,10,False,Immediately,Brussels,rue jacques hoton,14,,,,,,
4.4677306,50.8400327,Rent,1450,Appartment,Duplex,40088,1150,2008,,140,2,2,True,,False,,Brussels,rue d'argile,25,,,,,,
4.3766927,50.8235717,Rent,1950,Appartment,Flat,44711,1050,1954,Normal,148,3,2,True,,False,,Brussels,,,,,,,,
4.3553227,50.8504015,Rent,2600,Appartment,Triplex,43157,1000,2026,New,170,3,2,False,8,False,,Brussels,rue d'argent,4,,,,,,
4.4268361,50.8446902,Rent,1350,Appartment,Flat,27466,1200,,Excellent,90,2,1,True,,False,,Brussels,avenue paul hymans,6,,,24716,,,
4.3553227,50.8504015,Rent,1350,Appartment,Flat,43157,1000,2026,New,50,1,1,False,5,False,,Brussels,rue d'argent,4,,,,,,
4.3981716,50.8165562,Rent,1350,Appartment,Flat,43157,1160,2023,New,70,1,1,True,9,False,,Brussels,boulevard du triomphe,211,,,,,,
4.4402052,50.8511516,Rent,1600,Appartment,Flat,43157,1200,2015,Normal,92,2,2,True,27,False,Immediately,Brussels,rue de l'athénée royal,89,,,,100,,
4.4329851,50.8381484,Rent,2900,House,House,43157,1150,1965,Excellent,230,4,2,False,,False,,Brussels,,,1,200,,100,,
4.3333333,50.8,Rent,1750,Appartment,Flat,38566,1180,,Normal,165,3,2,True,,False,,Brussels,,,,,19024,,True,
4.3402184,50.8301436,Rent,1670,Appartment,Flat,43157,1060,1876,Normal,135,2,1,False,9,True,,Brussels,,,,,162705,120,,
4.3766927,50.8235717,Rent,7500,House,House,43065,1050,,Excellent,604,5,,,,,From 31/07/2026,Brussels,,,,,,,,
4.4329851,50.8381484,Rent,1995,Appartment,Flat,29033,1150,1967,Excellent,150,3,2,True,60,False,Immediately,Brussels,,,,,,,,
4.3063873,50.8407542,Rent,1000,Appartment,Flat,38611,1070,,Normal,80,2,1,True,,,,Brussels,rue démosthène,185,1,,25713,,,
4.3333333,50.8,Rent,4200,House,House,33267,1180,1935,Excellent,396,6,2,,,,From 14/08/2026,Brussels,,,,300,,,,
4.3402184,50.8301436,Rent,1100,Appartment,Flat,39265,1060,,Fully renovated,90,1,1,True,,False,Immediately,Brussels,,,,,,,,
4.4107544,50.8346866,Rent,2100,Appartment,Flat,43157,1150,2007,Excellent,110,3,2,True,6,False,,Brussels,rue maurice liétart,16,,,12423,,,
4.3471153,50.8462619,Rent,1400,Appartment,Flat,49251,1000,,,30,,,,,,,Brussels,boulevard anspach brussels,,,,,,False,
4.342408,50.8485549,Rent,1450,Appartment,Flat,44760,1000,1882,Excellent,101,2,1,False,15,False,,Brussels,rue des fabriques,5,,,,,,
4.3742058,50.8460391,Rent,7037,Appartment,Flat,48967,1000,,Excellent,62,1,1,True,,True,From 31/08/2026,Brussels,rue de spa,14,,,,,,
4.346871,50.854176,Rent,1250,Appartment,GroundFloor,46612,1000,,Fully renovated,29,1,,,,True,,Brussels,"quai à la houille,",10,,,,,,
4.3608461,50.828417,Rent,7976,Appartment,Flat,48967,1000,,Excellent,80,2,2,True,,True,From 10/10/2026,Brussels,rue defacqz,22,,,,,,
4.3615283,50.827294,Rent,9034,Appartment,Flat,48967,1050,,Excellent,80,2,2,True,,True,From 22/10/2026,Brussels,rue de livourne,97,,,,,,
4.346871,50.854176,Rent,1785,Appartment,GroundFloor,46612,1000,,Fully renovated,64,1,,,,True,,Brussels,"quai à la houille,",10,,,,,,
4.3471153,50.8462619,Rent,1850,Appartment,Flat,49251,1000,,,45,,,,,,,Brussels,boulevard anspach brussels,,,,,,False,
4.3828598,50.8490692,Rent,3200,Appartment,Triplex,33417,1000,,Excellent,190,3,3,,,False,,Brussels,rue de gravelines,71,,,,90,,False
4.3615283,50.827294,Rent,9388,Appartment,Flat,48967,1050,,Excellent,80,2,2,True,,True,From 15/07/2026,Brussels,rue de livourne,97,,,,,,
4.3884249,50.804518,Rent,1490,Appartment,Flat,39111,1050,,Normal,100,3,1,,,,,Brussels,avenue du derby,31,,,,,,
4.3598262,50.8395485,Rent,1650,Appartment,GroundFloor,40389,1000,,Normal,140,2,2,True,,False,,Brussels,rue du pépin,26,,,,,,
4.3471979,50.8401418,Rent,8413,Appartment,Flat,48967,1000,,Excellent,98,3,3,True,,True,From 18/05/2026,Brussels,rue du miroir,7,,,,,,
4.3742058,50.8460391,Rent,4810,Appartment,Flat,48967,1000,,Excellent,55,1,1,True,,True,From 14/09/2026,Brussels,rue de spa,14,,,,,,
4.346871,50.854176,Rent,1302,Appartment,GroundFloor,46612,1000,,Fully renovated,30,1,,,,True,,Brussels,"quai à la houille,",10,,,,,,
4.377168,50.84568,Rent,1700,Appartment,Flat,43099,1000,1910,Normal,90,1,1,False,18,True,,Brussels,rue stevin,46,,,,,,
4.346871,50.854176,Rent,1355,Appartment,GroundFloor,46612,1000,,Fully renovated,34,1,,,,True,,Brussels,"quai à la houille,",10,,,,,,
4.3640004,50.8365339,Rent,900,Appartment,Flat,28997,1050,2030,Excellent,50,1,1,False,,False,,Brussels,rue francart,13,,,11750,,,False
4.3704657,50.8537715,Rent,895,Appartment,Flat,29033,1210,1968,Fully renovated,35,1,1,False,,False,Immediately,Brussels,,,,,,,,False
4.41361,50.83595,Rent,3000,Appartment,Flat,33267,1150,2024,New,155,3,1,True,25,,From 30/06/2026,Brussels,avenue de tervueren,251,1,,,,,
4.4293434,50.8211945,Rent,1550,Appartment,Flat,43157,1160,1965,Excellent,105,2,1,True,10,False,Immediately,Brussels,avenue des nénuphars,19,,,,,,False
4.3501714,50.8291899,Rent,1700,Appartment,Duplex,47446,1060,,Excellent,110,2,1,,8,,,Brussels,rue de la victoire,122,,,,,,
4.4422023,50.8528019,Rent,1110,Appartment,Flat,46472,1200,,,,1,,,,True,From 17/06/2026,Brussels,rue neerveld sint-lambrechts-woluwe,,,,,,,
4.3409043,50.8115514,Rent,1040,Appartment,Flat,46590,1180,1975,Normal,65,1,1,False,,True,,Brussels,rue des cottages,45,,,13583,,,
4.3881294,50.8148234,Rent,2050,Appartment,Duplex,46669,1050,2026,New,111,3,2,False,8,False,Immediately,Brussels,avenue général médecin derache,92,,,,,,False
4.3527378,50.8522184,Rent,1100,Appartment,GroundFloor,40493,1000,,,67,1,1,True,70,False,,Brussels,rue des hirondelles,17,,,,,,
4.4367001,50.8417348,Rent,2000,Appartment,Flat,27466,1200,2020,Excellent,124,3,2,True,35,False,,Brussels,boulevard de la woluwe,60,,,5734,,True,False
4.3355078,50.8689361,Rent,1100,Appartment,Flat,40213,1090,2018,New,84,2,1,False,4,False,From 21/10/2024,Brussels,avenue charles woeste,296,,,,,,
4.3766927,50.8235717,Rent,1700,Appartment,Flat,39905,1050,1910,Excellent,110,2,2,True,6,False,Immediately,Brussels,,,,,19902,,,
4.3612132,50.832722,Rent,1150,Appartment,Flat,27452,1050,,,65,1,1,,,,From 15/06/2026,Brussels,rue isidore verheyden,9,,,,,,
4.3355078,50.8689361,Rent,790,Appartment,FlatStudio,40213,1090,2018,Normal,40,,1,False,,False,From 08/10/2024,Brussels,avenue charles woeste,296,,,,,,
4.3766927,50.8235717,Rent,2300,Appartment,Flat,28383,1050,,,,2,1,False,,,From 01/08/2026,Brussels,,,,,,,,
4.3515499,50.8427501,Rent,1450,Appartment,GroundFloor,27209,1000,1933,Excellent,74,1,1,True,,False,Immediately,Brussels,,,,,,,,False
4.3632406,50.8371547,Rent,1350,Appartment,Flat,46472,1050,,,,,,,,True,From 16/06/2026,Brussels,chaussée de wavre elsene,,,,,,False,
4.3658093,50.8314876,Rent,1590,Appartment,Duplex,42479,1050,1923,Excellent,120,1,1,False,50,True,,Brussels,rue de la croix,29,,,82692,,,
4.3333333,50.8,Rent,1250,Appartment,Flat,48985,1180,,Excellent,78,1,1,,,,From 30/06/2026,Brussels,,,,,,,,
4.3333333,50.8,Rent,3200,House,House,43157,1180,,Normal,204,3,3,False,90,False,,Brussels,,,1,227,55529,27,,
4.3018031,50.8448801,Rent,3500,House,House,46472,1070,,,,,,,,True,From 13/07/2026,Brussels,rue romanie van dyck anderlecht,,,230,,,False,
4.3465317,50.8569283,Rent,1360,Appartment,Flat,46472,1000,,,,,,,,True,From 01/08/2026,Brussels,boulevard de dixmude brussels,,,,,,False,
4.3589075,50.8516301,Rent,1180,Appartment,Flat,40493,1000,,Normal,76,1,1,False,10,False,,Brussels,rue du marais,66,,,,,,
4.399615,50.874464,Rent,1150,Appartment,Flat,28156,1140,,,115,3,1,,2,,From 01/07/2026,Brussels,,,1,,,,,
4.3616721,50.8098091,Rent,1750,Appartment,Flat,42363,1180,,Normal,100,3,2,True,,False,Immediately,Brussels,avenue montjoie,145,,,,,,
4.3693282,50.8312917,Rent,790,Appartment,Flat,28997,1050,1950,Excellent,29,1,1,False,,False,Immediately,Brussels,maes,14,,,,,,False
4.4705813,50.8385089,Rent,2980,House,House,42479,1150,1986,Fully renovated,207,5,2,False,20,False,,Brussels,clos de l'argiliere,10,,600,53674,450,,
4.3328679,50.8265994,Rent,1050,Appartment,Flat,46472,1190,,,,,,,,True,From 17/06/2026,Brussels,rue du croissant vorst,,,,,,False,
4.363986,50.8322415,Rent,1600,Appartment,Flat,46472,1050,,,,,,,,True,From 03/07/2026,Brussels,rue de l'arbre bénit elsene,,,,,,False,
4.4023652,50.8400229,Rent,1350,Appartment,Penthouse,48162,1040,1961,Excellent,62,1,1,True,10,True,,Brussels,rue des ménapiens,31,,,16959,,,
4.3330787,50.7842296,Rent,1325,Appartment,Flat,42479,1180,2019,New,93,2,1,True,10,False,,Brussels,rue des bigarreaux,11,,,4412,,True,
4.3355078,50.8689361,Rent,790,Appartment,FlatStudio,40213,1090,2018,Excellent,39,,1,False,2,False,From 20/09/2024,Brussels,avenue charles woeste,296,,,,,,
4.4072811,50.8173926,Rent,1150,Appartment,Flat,44165,1160,2005,Normal,70,1,1,True,,False,Immediately,Brussels,avenue ginette javaux,26,,,,,False,
4.3644432,50.8932039,Rent,1000,Appartment,Flat,46371,1020,1937,Fully renovated,56,1,,False,22,False,Immediately,Brussels,avenue des croix du feu,203,,,,,,
4.34134,50.82944,Rent,950,Appartment,Flat,47312,1060,,Normal,48,1,1,,,,Immediately,Brussels,rue dethy,48,,,,,,
4.3402184,50.8301436,Rent,2100,Appartment,Flat,48985,1060,2000,,146,2,2,True,,,Immediately,Brussels,,,,,,,,
4.37253,50.81865,Rent,2500,House,House,48985,1050,2011,,120,1,1,,,True,From 26/08/2026,Brussels,allée du cloître,31,1,,,,,
4.409693,50.8122254,Rent,1200,Appartment,Flat,40587,1170,1979,Normal,86,2,1,,9,False,Immediately,Brussels,rue des pecheries,79,,,,,,
4.4677306,50.8400327,Rent,1450,Appartment,Flat,42479,1150,2008,Fully renovated,140,2,2,True,,False,,Brussels,rue d'argile,25,,,3956,,,False
