longitude,latitude,transaction_type,price,property_type,property_subtype,seller_id,postal_code,date_of_construction,property_condition,livable_surface,number_of_bedrooms,number_of_bathrooms,elevator,terrace,furnished,availability,province,street,street_number,garage,land_surface,energy_consumption,garden,balcony,swimming_pool
4.148478,51.16248,Rent,925,House,Bungalow,0,9100,2012,Normal,101,2,1,False,,False,From 01/08/2026,Oost vlaanderen,zeildoekstraat,43,,,,,,
4.126133,50.93835,Rent,775,House,House,31323,9310,1899,Normal,101,1,1,,25,False,Immediately,Oost vlaanderen,kokerijstraat,42,1,420,,128,,
3.5250712,50.7765413,Rent,1050,House,House,29262,9690,2009,Excellent,161,3,1,,,,,Oost vlaanderen,kwaremontplein,20,,223,,,,
4.1584402,51.1807705,Rent,995,Appartment,Flat,40578,9100,,,,,,,,,,Oost vlaanderen,vlasstraat,4,,,,,,
4.239437,51.22041,Rent,1160,Appartment,Flat,0,9120,,New,126,2,1,True,15,False,,Oost vlaanderen,kromstraat,1,,,,,,
3.4543892,51.1828307,Rent,950,House,House,42483,9990,1994,,148,3,2,False,,,From 01/09/2026,Oost vlaanderen,krakkeveld,2,,,,,False,
3.8106323,50.8715823,Rent,1100,House,House,30916,9620,,Excellent,103,3,1,,,False,,Oost vlaanderen,laurens de metsstraat,10,,94,,35,,
4.1351163,51.1654181,Rent,950,Appartment,Flat,31131,9100,1975,,84,2,1,True,3,,From 15/07/2026,Oost vlaanderen,kasteelstraat,29,,,,,False,
4.239437,51.22041,Rent,1160,Appartment,Loft,0,9120,,New,126,2,1,True,15,False,,Oost vlaanderen,kromstraat,1,,,,,,
3.9030409,50.9900874,Rent,1150,House,House,46431,9230,,Normal,182,3,1,,,,,Oost vlaanderen,smetledesteenweg,159,1,,,,,
3.8112081,50.869632,Rent,785,Appartment,Flat,40123,9620,,Normal,,2,1,True,,False,Negotiable,Oost vlaanderen,markt,9,,,,,,
3.7247069,51.0498803,Rent,1900,Appartment,Flat,32719,9000,,Excellent,141,3,2,True,17,False,,Oost vlaanderen,kouter,7,,,,,,
3.5898059,50.7448859,Rent,720,Appartment,Flat,46281,9600,,,,2,1,True,,,,Oost vlaanderen,engelsenlaan,30,,,,,,
4.040648,51.10596,Rent,1400,House,House,46537,9250,,Normal,169,3,1,False,,False,Immediately,Oost vlaanderen,neerstraat,313,,,,,,
3.8857776,50.7772955,Rent,1390,Appartment,Flat,46209,9500,2022,New,116,2,1,,53,False,Immediately,Oost vlaanderen,zonnebloemstraat,20,1,,,,,
3.9603092,50.857178,Rent,1250,Appartment,Duplex,46209,9400,,Fully renovated,155,3,2,,24,False,,Oost vlaanderen,geraardsbergsesteenweg,142,1,,,,,
3.7414982,51.0467916,Rent,1150,House,House,32719,9000,,Normal,70,2,1,False,,False,,Oost vlaanderen,karperstraat,72,,30,,,,
3.8801141,50.7727715,Rent,950,Appartment,Flat,46209,9500,2023,New,97,2,1,,9,False,On contract,Oost vlaanderen,penitentenstraat,40,,,,,,
3.9579872,51.0174624,Rent,1015,House,House,30916,9290,,Excellent,125,3,1,,10,False,,Oost vlaanderen,veerstraat,9,1,125,,,,
3.8511916,50.8924651,Rent,650,Appartment,Flat,39334,9550,,Excellent,58,2,1,,,,,Oost vlaanderen,dries,58,,,,,,
3.6324579,50.9277978,Rent,1200,House,House,0,9890,2014,Excellent,132,3,1,,,,,Oost vlaanderen,luxemburgstraat,85,,,,,,
3.7749535,51.0721259,Rent,1125,Appartment,Flat,31563,9040,,,144,2,,,,,,Oost vlaanderen,antwerpsesteenweg,896,,,,,,
3.9782362,50.9932487,Rent,1750,House,Villa,42330,9260,1998,Excellent,320,3,1,False,,True,From 30/06/2026,Oost vlaanderen,mosstraat,51,,1230,,1050,,
3.7458983,51.0377617,Rent,1450,House,House,32719,9050,1895,Excellent,175,4,1,False,10,False,,Oost vlaanderen,hoveniersstraat,97,,60,,,,
3.8810197,51.0808552,Rent,1120,House,House,28992,9080,2021,Excellent,,3,1,,,,,Oost vlaanderen,beerveldse baan,49,,,,,,
3.8178884,50.9212166,Rent,1195,House,House,40100,9860,,Normal,224,3,1,,,,,Oost vlaanderen,geraardsbergse steenweg,239,,,,,,
3.6484956,51.0203441,Rent,1200,House,House,32719,9830,1969,Normal,179,3,1,,50,False,Immediately,Oost vlaanderen,oudburgweg,61,1,1500,,1200,,
3.7271335,51.0402251,Rent,730,Appartment,Flat,39582,9000,1999,Normal,37,1,1,False,,True,,Oost vlaanderen,benedictijnenstraat,56,,,,,,
3.5109629,50.7885037,Rent,745,Appartment,Flat,29262,9690,,Excellent,84,2,1,,,,,Oost vlaanderen,stationsstraat,64,,,,,,
3.6912053,51.0548433,Rent,1500,House,House,39582,9000,2012,Excellent,172,4,3,False,6,False,,Oost vlaanderen,nadine crappéstraat,37,,134,,65,,
3.7382098,51.0403788,Rent,1250,Appartment,Flat,30916,9000,,New,127,3,1,,30,,Immediately,Oost vlaanderen,keizervest,64,,,,,,
3.5976425,50.7467059,Rent,895,Appartment,Flat,46281,9600,2012,Excellent,99,2,1,True,,,,Oost vlaanderen,hoogstraat,47,,,,,True,
4.0266863,50.8258843,Rent,900,Appartment,Flat,42982,9400,,,95,2,1,True,,False,Immediately,Oost vlaanderen,edingsesteenweg,18,1,,,,,
3.4849671,51.1267462,Rent,795,Appartment,GroundFloor,40075,9910,2002,Normal,105,2,1,False,,,,Oost vlaanderen,vrekkemstraat,43,1,,,,,
4.1941443,51.2220373,Rent,875,Appartment,Flat,0,9120,,Excellent,98,2,,,10,,,Oost vlaanderen,cauwenstraat,28,,,,,,
3.7337202,51.0501369,Rent,850,Appartment,Flat,39582,9000,2006,Normal,55,2,1,False,,False,,Oost vlaanderen,keizer karelstraat,220,,,,,,
3.7299896,51.0318818,Rent,2677,Appartment,Flat,48967,9000,,Normal,34,1,1,,,True,From 26/05/2026,Oost vlaanderen,ottergemsesteenweg,238,,,,,,
3.6787586,51.1325713,Rent,900,Appartment,Flat,39176,9940,2005,,102,2,1,True,,,,Oost vlaanderen,sleidinge-dorp,23,1,,,,,
3.6876039,51.0542156,Rent,1325,Appartment,Flat,39582,9000,,Normal,124,3,2,True,,False,,Oost vlaanderen,lily boeykensstraat,4,1,,,,,
3.722888,51.0509305,Rent,2596,Appartment,Flat,48967,9000,,Excellent,31,1,1,,,True,From 08/05/2026,Oost vlaanderen,address universiteitstraat,16,,,,,,
3.9442789,50.9585114,Rent,1150,House,House,46431,9340,,Normal,,5,1,,,,Immediately,Oost vlaanderen,essestraat,70,,,,,,
3.7162736,51.083837,Rent,935,Appartment,Flat,40905,9032,2005,Normal,105,2,1,,,,,Oost vlaanderen,morekstraat,329,1,,,,,
3.7509441,51.0011056,Rent,800,Appartment,Flat,30916,9820,1993,Normal,62,1,1,,7,False,,Oost vlaanderen,hundelgemsesteenweg,500,,,,,,
4.0061733,51.0201489,Rent,900,Appartment,Duplex,48919,9290,,,112,2,1,,4,,,Oost vlaanderen,sint annaplein,18,1,,,,,
3.4445549,51.0939894,Rent,770,Appartment,Flat,40075,9880,2008,Normal,77,2,1,True,14,False,,Oost vlaanderen,brugstraat,1,1,,,,,
3.7412237,51.0371743,Rent,980,House,House,29226,9050,,Excellent,98,3,1,,,,,Oost vlaanderen,,,,75,,,,
3.6071197,51.0947169,Rent,975,Appartment,Flat,39176,9920,2009,Excellent,121,1,1,True,,,,Oost vlaanderen,schachterijstraat,1,,,,,,
3.8425308,51.0991892,Rent,900,Appartment,Flat,28992,9080,,,,1,1,,,,,Oost vlaanderen,hospiceweg,11,,,,,,
3.4488429,51.0910854,Rent,920,House,House,29192,9880,,,72,2,1,False,,,Immediately,Oost vlaanderen,gouvernementstraat,16,,,,,False,
4.312491,51.17281,Rent,875,Appartment,Flat,0,9150,,Normal,97,2,,False,,False,,Oost vlaanderen,scheiddam,15,,,,,,
3.488538,50.7775598,Rent,1200,House,House,29262,9690,2026,New,,4,1,,,,,Oost vlaanderen,gendarmeriestraat,67,1,327,,,,
3.6060665,50.8426412,Rent,1350,Appartment,Flat,38756,9700,,,210,5,2,,,,,Oost vlaanderen,burgschelde,32,,,,,,
3.9076733,51.0114636,Rent,1295,Appartment,Flat,43719,9230,2022,New,124,2,1,True,,False,From 30/06/2026,Oost vlaanderen,dendermondesteenweg,31,,,,88,,
3.4508592,51.0822222,Rent,1200,Appartment,Duplex,29192,9880,,,,2,1,True,1,,From 01/06/2026,Oost vlaanderen,lostraat,49,,,,,False,
4.0532795,50.940732,Rent,1150,Appartment,Flat,38423,9300,2025,Excellent,85,2,1,True,9,False,Immediately,Oost vlaanderen,florahallenstraat,1,,,,,,
3.4530176,51.0600304,Rent,895,House,House,29192,9880,,,250,4,,False,,,From 01/08/2026,Oost vlaanderen,cijnsstraat,30,,1050,,,False,
3.5201218,51.0192942,Rent,900,House,House,39147,9800,1970,,191,3,1,False,,,From 01/07/2026,Oost vlaanderen,kerrebroek,139,1,671,,,False,
3.6070857,50.8445756,Rent,990,Appartment,Duplex,42789,9700,2019,Excellent,145,1,1,True,,,Immediately,Oost vlaanderen,burgschelde,35,,,,,,
4.29222,51.13172,Rent,1073,Appartment,Flat,0,9150,2018,Normal,55,1,1,False,,False,Immediately,Oost vlaanderen,robrecht de frieslaan,2,,,,,,
4.03134,50.95267,Rent,865,Appartment,Flat,45754,9300,,Excellent,100,2,1,False,15,False,From 01/08/2026,Oost vlaanderen,steenweg op aalst,108,,,,,True,
3.5615954,51.1864729,Rent,850,Appartment,Flat,39176,9900,2014,Excellent,88,2,1,True,,,,Oost vlaanderen,molenstraat,49,,,,,,
3.7430786,51.0584047,Rent,3028,Appartment,Flat,48967,9000,,Excellent,115,1,1,True,,True,From 07/09/2026,Oost vlaanderen,n70a,41,,,,,,
3.5160186,51.0343094,Rent,1250,House,House,39147,9850,2024,,162,3,1,False,,,From 01/05/2026,Oost vlaanderen,beentjesstraat,1,1,355,,,False,
3.4488429,51.0910854,Rent,870,House,House,29192,9880,,,,2,1,False,,,Immediately,Oost vlaanderen,gouvernementstraat,16,,,,,False,
4.012219,50.83665,Rent,900,Appartment,Flat,33837,9400,2025,Normal,63,1,1,False,7,False,From 15/08/2026,Oost vlaanderen,preulegem,33,,,,,,
4.0235342,50.8315079,Rent,1200,House,House,28427,9400,,,100,2,,,11,,From 01/07/2026,Oost vlaanderen,"burchtdam,",53,,,,,,
3.464599,51.04862,Rent,935,House,House,42470,9880,,Normal,132,3,1,False,,False,From 15/07/2026,Oost vlaanderen,lodorp,12,1,,,,,
3.8333502,51.0082084,Rent,1200,Appartment,GroundFloor,42330,9230,2025,Excellent,150,3,1,True,,False,From 31/07/2026,Oost vlaanderen,mellesteenweg,49,,,,250,,
4.108338,51.05468,Rent,945,Appartment,Flat,46264,9200,2024,New,64,2,1,True,18,False,Negotiable,Oost vlaanderen,smidsestraat,22,,,,,,
3.6613974,50.9306596,Rent,1088,Appartment,Flat,0,9890,2015,Excellent,60,1,1,True,,False,Immediately,Oost vlaanderen,sint rochuswegel,1,,,,30,,
3.7401105,51.0370064,Rent,890,Appartment,Flat,32719,9000,,Normal,67,2,1,True,6,False,,Oost vlaanderen,jacques eggermontstraat,51,,,,,,
3.8429886,51.0984531,Rent,3200,Appartment,Flat,46472,9080,,,,,,,,True,From 27/08/2026,Oost vlaanderen,dorp-oost lochristi,,,,,,False,
3.8425308,51.0991892,Rent,1340,Appartment,Flat,28992,9080,,,95,3,1,True,,,,Oost vlaanderen,hospiceweg,11,,,,,,
3.44895,51.09319,Rent,875,Appartment,Flat,42470,9880,,New,85,2,1,True,,False,From 01/08/2026,Oost vlaanderen,smedenpoort,14,,,,,,
3.4497243,51.0872197,Rent,875,Appartment,Flat,42440,9880,,Normal,88,2,1,True,,False,Immediately,Oost vlaanderen,mergelput,5,,,,,,
3.6106337,51.1522621,Rent,975,Appartment,Penthouse,29192,9950,2011,,,2,1,False,,,Immediately,Oost vlaanderen,stationsstraat,59,,,,,True,
3.6016514,51.1454801,Rent,790,Appartment,Flat,42325,9950,,,70,1,1,True,,,Immediately,Oost vlaanderen,hendrik consciencelaan,49,,,,,,
3.7910978,50.8344959,Rent,830,Appartment,Flat,0,9620,2000,Excellent,98,2,1,False,21,False,Negotiable,Oost vlaanderen,oudenhovestraat,14,,,,80,,
3.6124863,51.1535307,Rent,820,Appartment,Duplex,42325,9950,,,159,3,1,,,,From 01/08/2026,Oost vlaanderen,tuinbouwstraat,13,,,,,,
4.040779,51.12684,Rent,1350,Appartment,Flat,45653,9250,1991,Normal,239,4,1,False,,False,Negotiable,Oost vlaanderen,grote baan,194,,,,,,
3.7333459,51.030403,Rent,1225,Appartment,Flat,42441,9000,2022,New,95,2,,True,,,From 31/07/2026,Oost vlaanderen,novaretzpad,4,,,,,,
4.206917,51.16072,Rent,700,Appartment,Flat,0,9140,,Normal,,2,1,False,,False,Immediately,Oost vlaanderen,velle,102,,,,,,
4.0061729,51.0170839,Rent,800,Appartment,GroundFloor,48919,9290,2025,New,75,1,1,,,False,,Oost vlaanderen,emiel hertecantlaan,43,,,,25,,
3.7406717,51.0372558,Rent,1150,Appartment,Flat,30916,9050,,New,116,2,1,,,,,Oost vlaanderen,jacques eggermontstraat,12,,,,,,
3.7626844,51.0272938,Rent,875,Appartment,Flat,40100,9050,2002,Normal,67,1,1,True,,,,Oost vlaanderen,jean jaur?slaan,108,1,,,,,
4.0288287,50.8071192,Rent,785,House,House,0,9400,,Fully renovated,100,2,1,,,False,Negotiable,Oost vlaanderen,bosveld denderwindeke,,,,,,,
4.153153,51.16523,Rent,700,Appartment,Flat,45653,9100,,Normal,39,1,1,False,,False,Immediately,Oost vlaanderen,veldstraat,134,,,,,,
4.1803517,51.1951798,Rent,1325,House,House,40578,9100,,,,,,,,,,Oost vlaanderen,vrasenestraat,39,,,,,,
3.8512016,50.9856864,Rent,1350,House,House,0,9230,2024,Excellent,165,4,1,,18,,From 01/08/2026,Oost vlaanderen,blauwe paal,94,,,,42,,
3.5481392,51.1926327,Rent,950,Appartment,Flat,29164,9900,2006,Excellent,108,1,1,True,5,,,Oost vlaanderen,leopoldlaan,17,1,,,,,
3.9749772,50.9912762,Rent,1200,House,House,48919,9260,2015,New,280,5,1,,,,,Oost vlaanderen,elsbrug,16,1,256,,,,
3.9171096,50.7536814,Rent,850,Appartment,Flat,46209,9500,,Normal,106,2,1,,,False,,Oost vlaanderen,willem van moerbekestraat,15,,,,,,False
3.8099458,50.8707453,Rent,820,Appartment,Flat,39334,9620,,Excellent,82,1,1,True,,,,Oost vlaanderen,heldenlaan,32,,,,,,
3.8348967,50.9899479,Rent,1200,Appartment,Penthouse,46431,9230,2008,Normal,115,2,1,True,,,,Oost vlaanderen,biezeweg,4,1,,,,,
3.7352816,51.0393264,Rent,1995,Appartment,Flat,46431,9000,,Excellent,138,3,2,True,,,,Oost vlaanderen,gustaaf callierlaan,255,,,,,,
3.5927758,50.745485,Rent,1195,House,House,49291,9600,,,,5,2,,,,,Oost vlaanderen,oswald ponettestraat,97,,,,,,
3.9576001,50.9769949,Rent,1350,Appartment,Triplex,46431,9340,,New,,2,1,False,,,,Oost vlaanderen,nonnenbosstraat,72,,,,,,
3.88117,50.771357,Rent,890,Appartment,Flat,46626,9500,2003,Excellent,120,2,1,True,,False,Immediately,Oost vlaanderen,molenstraat,2,,,,,,
3.6820857,51.1068196,Rent,990,Appartment,Flat,39176,9940,2014,Excellent,89,2,1,,,,,Oost vlaanderen,schoonstraat,206,1,,,,,
4.0166265,50.8372244,Rent,950,House,House,46209,9400,,New,66,2,1,,4,False,Immediately,Oost vlaanderen,savooistraat,40,,40,,,,
3.5878705,50.7499928,Rent,750,Appartment,Flat,46281,9600,,Fully renovated,66,2,1,,,,,Oost vlaanderen,spinstersstraat,156,,,,19,,
3.7315754,51.0443951,Rent,1600,Appartment,Flat,31563,9000,,,160,3,1,,,,,Oost vlaanderen,franklin rooseveltlaan,350,,,,,,
4.1551234,51.1605634,Rent,900,Appartment,Flat,31131,9100,2015,,,2,1,True,2,,From 01/07/2026,Oost vlaanderen,brugsken,52,,,,,False,
4.136959,51.16304,Rent,1150,Appartment,Duplex,45653,9100,2004,Normal,118,3,2,True,,False,Immediately,Oost vlaanderen,kroonmolenstraat,11,1,,,,,
4.186097,51.21851,Rent,875,Appartment,Flat,0,9120,2011,,86,2,1,False,,False,Immediately,Oost vlaanderen,grote kouterstraat,61,,,,,,
3.4613755,51.0493916,Rent,825,Appartment,Flat,29192,9880,,,,3,,False,,,From 01/08/2026,Oost vlaanderen,georges hulin de loo-straat,44,,,,,False,
3.8952852,50.885,Rent,880,Appartment,Flat,39334,9550,,Excellent,102,2,1,,,,,Oost vlaanderen,peperstraat,31,,,,,,
3.862442,51.0286949,Rent,1150,House,House,0,9270,2010,Excellent,130,3,1,,,,,Oost vlaanderen,haeghensgoed laarne,,,,,,,
3.9792928,50.9684315,Rent,1550,House,House,46431,9340,,Excellent,,5,2,,,,,Oost vlaanderen,kerkevijverstraat,35,1,,,,,
3.8786845,51.0039373,Rent,675,Appartment,Flat,0,9230,1968,Normal,75,2,1,,8,,,Oost vlaanderen,hovenierstraat,10,,,,,,
4.1762597,51.1872611,Rent,1150,House,House,40578,9100,,,,,,,,,,Oost vlaanderen,meesterstraat,69,,,,,,
3.7450238,51.175368,Rent,800,Appartment,Flat,0,9940,2007,Excellent,73,2,1,,3,,,Oost vlaanderen,lindenlaan,72,,,,20,,
3.7163525,51.0502495,Rent,1050,Appartment,Flat,46472,9000,,,,,,,,True,From 15/07/2026,Oost vlaanderen,annonciadenstraat gent,,,,,,False,
3.7162736,51.083837,Rent,895,Appartment,Flat,40905,9032,2005,Normal,100,2,1,,,,,Oost vlaanderen,morekstraat,329,,,,,,
4.1396727,51.1639885,Rent,2000,Appartment,Flat,46472,9100,,,,,,,,True,From 17/06/2026,Oost vlaanderen,grote markt sint-niklaas,,,,,,False,
3.8638848,51.1333008,Rent,1020,Appartment,Flat,28992,9080,2025,New,71,1,1,True,,,,Oost vlaanderen,zaffelare-dorp,4,,,,,,
3.4494134,51.0839133,Rent,1075,Appartment,Flat,42440,9880,2023,New,130,2,2,True,,False,Negotiable,Oost vlaanderen,bellemstraat,2,,,,,,
3.447366,51.2114838,Rent,750,Appartment,Flat,42483,9990,,,55,1,1,True,,,From 01/08/2026,Oost vlaanderen,bloemestraat,1,,,,,True,
3.6085592,51.1515392,Rent,900,Appartment,Flat,42325,9950,,Normal,83,2,1,True,,,From 15/06/2026,Oost vlaanderen,stationsstraat,28,,,,,,
3.89275,50.88653,Rent,825,Appartment,Flat,45754,9550,,Excellent,132,2,1,False,,False,Immediately,Oost vlaanderen,kloosterstraat,3,,,,,False,
3.8810926,50.771598,Rent,950,Appartment,Duplex,46626,9500,,Normal,140,4,1,False,,False,Immediately,Oost vlaanderen,brugstraat,29,,,,,,False
3.7462883,51.0503041,Rent,870,Appartment,Flat,39582,9040,,Normal,,2,1,False,,False,,Oost vlaanderen,toekomststraat,69,,,,,,
3.594692,50.95513,Rent,925,Appartment,Flat,42470,9810,,Normal,90,2,1,True,,False,From 01/08/2026,Oost vlaanderen,'s gravenstraat,133,,,,,,
4.157551,51.15442,Rent,700,Appartment,Flat,45653,9100,1968,Normal,56,1,1,True,,False,Negotiable,Oost vlaanderen,koningin fabiolapark,339,,,,,,
3.734316,51.0465302,Rent,697,House,House,46472,9000,,,,,,,,True,From 17/06/2026,Oost vlaanderen,lange violettestraat gent,,,559,,,False,
4.206619,51.12603,Rent,1050,Appartment,Flat,47767,9140,,New,97,2,1,True,6,False,Immediately,Oost vlaanderen,leie,5,,,,,,
4.269208,51.1295417,Rent,900,Appartment,Flat,47767,9140,2020,Normal,86,2,1,True,16,False,Immediately,Oost vlaanderen,gelaagstraat,165,,,,,,
4.114526,51.02185,Rent,1250,House,House,46264,9200,,Normal,169,3,1,False,,False,From 01/07/2026,Oost vlaanderen,pastoor claeysstraat,5,,,,21,,
3.497162,51.137801,Rent,1175,House,House,29192,9910,,,,3,1,False,1,,,Oost vlaanderen,eekloseweg,111,1,,,,False,
4.04771,50.93443,Rent,1275,Appartment,Flat,45754,9300,,New,95,2,1,True,9,False,Immediately,Oost vlaanderen,zeebergkaai,4,,,,,False,
3.8440209,51.0992131,Rent,895,Appartment,Flat,28992,9080,2017,,81,1,1,,,,,Oost vlaanderen,dorp-oost,107,,,,,,
4.151387,51.17056,Rent,925,Appartment,Flat,47767,9100,2020,Normal,77,2,1,True,6,False,Immediately,Oost vlaanderen,koklenberghof,9,,,,,,
4.2134777,51.1274666,Rent,900,Appartment,Flat,31131,9140,2007,,78,2,1,True,4,,From 01/09/2026,Oost vlaanderen,pastoor boelstraat,2,,,,,False,
3.7478056,51.0535399,Rent,1950,House,House,46472,9040,,,,,,,,True,From 01/08/2026,Oost vlaanderen,jean béthunestraat sint-amandsberg,,,110,,,False,
4.04765,50.93455,Rent,1175,Appartment,Flat,45754,9300,,New,89,2,1,True,14,False,Immediately,Oost vlaanderen,zeebergkaai,3,,,,,False,
3.4662593,50.9376671,Rent,900,Appartment,Flat,39582,9870,2018,Normal,81,2,1,True,,,,Oost vlaanderen,grote steenweg,84,1,,,,,False
3.7150588,51.0411874,Rent,980,Appartment,Flat,0,9000,2020,Normal,127,3,1,True,,,,Oost vlaanderen,eedverbondkaai,142,,,,,,
3.7131328,51.041088,Rent,1275,Appartment,Flat,42720,9000,,Normal,120,2,1,True,,False,,Oost vlaanderen,eedverbondkaai,233,,,,,,
3.8818093,51.0018439,Rent,1350,Appartment,Penthouse,42330,9230,2010,Excellent,225,2,2,True,,False,From 14/05/2026,Oost vlaanderen,stationsplein,12,,,,,,
3.8435271,51.101212,Rent,2300,House,House,28992,9080,,New,246,4,3,,,,,Oost vlaanderen,hoekskensstraat,34,,,,,,
4.4112637,51.2037695,Rent,675,Appartment,Flat,48587,9052,,,54,1,1,True,,True,,Oost vlaanderen,- zwijnaarde,,,,,,False,
4.4112637,51.2037695,Rent,720,Appartment,Flat,48587,9052,,,25,1,1,True,,True,,Oost vlaanderen,coupure links zwijnaarde,,,,,,False,
3.7161834,51.0531931,Rent,845,Appartment,Flat,40547,9000,,Normal,61,1,,,,False,Immediately,Oost vlaanderen,schouwvegerstraat,2,,,,,,
3.7346149,51.0433377,Rent,1600,Appartment,Flat,39582,9000,2010,Excellent,95,3,1,True,,False,,Oost vlaanderen,hendrik waelputstraat,1,,,,,,False
3.8362643,51.0963304,Rent,980,Appartment,Flat,0,9080,,Excellent,96,2,1,,,,,Oost vlaanderen,dorp-oost,32,,,,,,
3.7148379,51.0364139,Rent,820,Appartment,Flat,46174,9000,,,60,1,1,False,,,From 01/07/2026,Oost vlaanderen,blankenbergestraat,43,,,,,False,
3.7646936,50.8032565,Rent,710,Appartment,Flat,46209,9660,,Normal,105,2,1,,10,False,,Oost vlaanderen,hoogstraat,1,,,,,,False
3.724564,51.05505,Rent,1340,Appartment,Flat,46264,9000,,Normal,134,2,,False,,False,Negotiable,Oost vlaanderen,hoogpoort,41,,,,,,
4.4112637,51.2037695,Rent,620,Appartment,Flat,48587,9052,,,37,1,1,True,,True,,Oost vlaanderen,- zwijnaarde,,,,,,False,
4.4112637,51.2037695,Rent,640,Appartment,Flat,48587,9052,,,52,1,1,True,,True,,Oost vlaanderen,- zwijnaarde,,,,,,False,
4.1796668,51.1951707,Rent,860,Appartment,Flat,40578,9100,,,,,,,,,,Oost vlaanderen,vrasenestraat,32,,,,,,
4.4112637,51.2037695,Rent,650,Appartment,Flat,48587,9052,,New,34,1,1,True,,True,,Oost vlaanderen,kortrijksesteenweg zwijnaarde,,,,,,False,
4.4112637,51.2037695,Rent,660,Appartment,Flat,48587,9052,,Normal,42,1,1,True,,True,,Oost vlaanderen,sint-pietersnieuwstraat zwijnaarde,,,,,,False,
4.159164,51.15298,Rent,850,Appartment,Flat,45653,9100,1973,Normal,104,3,1,False,,False,Negotiable,Oost vlaanderen,koningin fabiolapark,743,,,,,,
3.8092668,50.8687609,Rent,850,Appartment,Flat,39334,9620,,Excellent,140,2,2,True,,,,Oost vlaanderen,firmin bogaertstraat,3,,,,,,
3.810393,50.8685175,Rent,940,Appartment,Flat,30916,9620,2025,New,89,1,1,,28,False,Immediately,Oost vlaanderen,trapstraat,9,,,,,,False
4.4112637,51.2037695,Rent,635,Appartment,Flat,48587,9052,,,42,1,1,True,,True,,Oost vlaanderen,- zwijnaarde,,,,,,False,
4.4112637,51.2037695,Rent,670,Appartment,FlatStudio,48587,9052,,,29,1,1,True,,True,,Oost vlaanderen,- zwijnaarde,,,,,,False,
4.4112637,51.2037695,Rent,660,Appartment,Flat,48587,9041,,Excellent,37,1,1,True,,True,,Oost vlaanderen,nederkouter oostakker,,,,,,False,
3.709176,51.0504734,Rent,1950,House,House,46472,9000,,,,,,,,True,From 01/07/2026,Oost vlaanderen,raas van gaverestraat gent,,,60,,,False,
3.8491223,51.0942921,Rent,1550,House,House,42441,9080,2009,Excellent,180,4,1,False,,False,From 30/04/2026,Oost vlaanderen,ganzenhof,9,,388,,302,,
3.88152,51.0067191,Rent,1150,Appartment,Flat,43719,9230,2026,New,109,2,1,True,,False,Immediately,Oost vlaanderen,moerstraat,5,,,,,,
4.161032,50.99388,Rent,950,Appartment,Triplex,45187,9280,2023,Normal,75,2,,False,,False,Immediately,Oost vlaanderen,kakemanstraat,50,,,,,,
4.012219,50.83665,Rent,950,Appartment,Duplex,33837,9400,2025,New,90,1,1,False,5,False,From 01/07/2026,Oost vlaanderen,preulegem,33,,,,,,
3.9181096,50.7517127,Rent,880,Appartment,Flat,37259,9500,,Excellent,,2,1,True,4,,,Oost vlaanderen,edingseweg,228,1,,,,,
4.1792436,51.194397,Rent,800,Appartment,Flat,40578,9100,,,,,,,,,,Oost vlaanderen,vrasenestraat,21,,,,,,
4.048714,51.20565,Rent,3000,House,Bungalow,30953,9190,,,,6,1,False,,False,,Oost vlaanderen,nieuwstraat,74,,,,,,
4.035072,50.9393215,Rent,2000,Appartment,Flat,46472,9300,,,,,,,,True,From 08/06/2026,Oost vlaanderen,de ridderstraat aalst,,,,,,False,
3.7105688,51.0394528,Rent,1500,Appartment,Flat,31541,9000,,,111,2,1,False,,,From 01/07/2024,Oost vlaanderen,koning albertlaan,112,,,,,False,
3.5916041,50.747695,Rent,850,House,House,49291,9600,,Fully renovated,120,3,1,,,,,Oost vlaanderen,ives-sabin maghermanlaan,34,,70,,,,
4.195639,51.2129809,Rent,1145,House,House,40578,9120,,,,,,,,,,Oost vlaanderen,grote kerkstraat vrasene,,,,,,,
3.7305513,51.0448026,Rent,4500,Appartment,Flat,46472,9000,,,,,,,,True,From 08/06/2026,Oost vlaanderen,hofstraat gent,,,,,,False,
3.7040489,51.0527995,Rent,725,Appartment,FlatStudio,33632,9000,,Normal,32,1,1,,,False,Immediately,Oost vlaanderen,spiegelhofstraat,24,,,,,,
3.4462746,51.2089071,Rent,850,Appartment,Flat,43088,9990,,Normal,100,2,1,True,,False,Immediately,Oost vlaanderen,marktstraat,29,,,,,,
3.6070857,50.8445756,Rent,1150,Appartment,Penthouse,42789,9700,2019,Excellent,145,2,,True,,,Immediately,Oost vlaanderen,burgschelde,35,,,,,,
3.8117961,50.8676134,Rent,695,Appartment,Flat,39334,9620,,Excellent,90,2,1,,,,,Oost vlaanderen,kazernstraat,55,,,,,True,
5.1746252,49.717515,Rent,750,Appartment,Flat,42875,6820,,Excellent,,1,1,False,,False,Immediately,Luxembourg,rue de coleau,1,,,6743,,,
5.21378517,50.00838372,Rent,950,House,House,38406,6890,2020,,119,3,1,False,28,False,From 01/08/2026,Luxembourg,grand-route,41,,775,,375,,
5.816701,49.67216,Rent,600,Appartment,Flat,38320,6700,,Normal,34,1,1,False,,False,,Luxembourg,avenue du général patton,187,,,,,,
